fid,omistaja,yllapitaja,tyyppi,lisatieto,kunta,reitti,kohde,sijainti,palvelut,linkki,rotate,source_id,lipas_id,lipas_tyyppikoodi,lipas_tyyppi_nimi_fi,lipas_nimi_fi,n,distance,feature_x,feature_y,nearest_x,nearest_y
406,Kunta,Kunta / muu,Rantautuminen,,Kaarina,,Hovirinnan uimaranta,,,,,304,99224,3220,Uimaranta,Hovirinnan uimaranta,2,96.7855959741013,245502.20369988,6704420.7282279,245405.4748,6704417.4159
407,Kunta,Kunta / muu,Rantautuminen,,Kaarina,,Hovirinnan uimaranta,,,,,304,518016,1310,Koripallokenttä,Hovirinnan rannan koripallokenttä,3,152.137500072274,245502.20369988,6704420.7282279,245350.213,6704427.41
408,Kunta,Kunta / muu,Tulipaikka,Grillikatos,Kaarina,,Kuuslahden uimapaikka,,,,,305,100089,3230,Uimapaikka,Kuuslahden uimaranta,1,22.9038457367301,243117.862612379,6703598.34225788,243111.6752,6703576.29
409,Muu,Muu,Nahtavyys,,Kaarina,,Kuusiston kirkko,,,,,306,,,,,,,,,,
410,Kunta,Kunta / muu,Aktiviteetti,,Kaarina,,BMX -rata,,,,,307,604689,1160,Pyöräilyalue,Empon Bmx-rata,1,36.3999546497565,245994.628050268,6703913.38192751,245978.5,6703880.75
411,Kunta,Kunta / muu,Aktiviteetti,,Kaarina,,BMX -rata,,,,,307,83059,1340,Pallokenttä,Empon pallokenttä,2,84.5560049957563,245994.628050268,6703913.38192751,245931.3768,6703857.266
412,Kunta,Kunta / muu,Aktiviteetti,,Kaarina,,BMX -rata,,,,,307,520989,1150,Skeitti-/rullaluistelupaikka,Empon skeittiparkki,3,88.6548949701062,245994.628050268,6703913.38192751,245909.5,6703888.625
413,Kunta,Kunta / muu,Rantautuminen,,Kaarina,Littoistenjärven melontareitti,Ristikallion uimaranta,,,,,308,99453,3230,Uimapaikka,Ristikallion uimaranta,1,19.7133109070099,246865.556988919,6710062.2978475,246882.5,6710072.375
414,Kunta,Kunta / muu,Rantautuminen,,Kaarina,Littoistenjärven melontareitti,Ristikallion uimaranta,,,,,308,79948,2150,Liikuntasali,Ristikallion koulun liikuntasali,2,159.054283982591,246865.556988919,6710062.2978475,247020.0341,6710024.4153
415,Kunta,Kunta / muu,Vesillelasku,,Kaarina,Littoistenjärven melontareitti,,Littoistenjärven uimaranta,,,,309,99000,3220,Uimaranta,Littoisten uimaranta,1,68.4144720046166,245822.885731846,6711365.73018103,245851.1719,6711428.0233
416,Kunta,Kunta / muu,Vesillelasku,,Kaarina,Littoistenjärven melontareitti,,Littoistenjärven uimaranta,,,,309,529980,1130,Ulkokuntoilupaikka,Littoisten uimarannan ulkokuntoilulaitteet,2,123.585027280695,245822.885731846,6711365.73018103,245912.2347,6711451.1118
417,Kunta,Kunta / muu,Luontotorni,Lintutorni,Kaarina,Littoistenjärven luontopolku,,Littoistenjärvi,,,,310,606725,204,Luontotorni,Littoistenjärven lintutorni,1,0.726086104299655,246327.061117872,6711556.17156806,246327.5,6711556.75
418,Kunta,Kunta / muu,Luontotorni,Lintutorni,Kaarina,Littoistenjärven luontopolku,,Littoistenjärvi,,,,310,611083,204,Luontotorni,Järvelän näköala- ja lintutorni,2,138.330965180401,246327.061117872,6711556.17156806,246290.3762,6711689.5495
419,Kunta,Kunta / muu,Luontotorni,Lintutorni,Kaarina,Littoistenjärven luontopolku,,Littoistenjärvi,,,,310,102039,1330,Beachvolley-/rantalentopallokenttä,Järvelän beachvolleykenttä 1,3,150.050856166971,246327.061117872,6711556.17156806,246468.9925,6711507.4813
420,Kunta,Kunta / muu,Luontotorni,Lintulava,Kaarina,,Järvelän kosteikko,,,,,311,606723,204,Luontotorni,Järvelän lintulava,1,2.14142267782955,246031.140196692,6711871.67754861,246029,6711871.75
421,Kunta,Kunta / muu,Laavu,,Kaarina,Nunnan luontopolku,,,,,,312,,,,,,,,,,
422,Kunta,Kunta / muu,Aktiviteetti,Nunnan frisbeegolfrata,Kaarina,,,,,,,313,529979,1180,Frisbeegolfrata,Nunnan frisbeegolfrata,1,26.8639802046788,248978.598372771,6709951.78215522,249003.1898,6709940.9685
423,Kunta,Kunta / muu,Kuivakaymala,,Kaarina,,,,,,,314,,,,,,,,,,
424,Kunta,Kunta / muu,Tulipaikka,grillikatos,Kaarina,,,,,,,315,529979,1180,Frisbeegolfrata,Nunnan frisbeegolfrata,1,38.3515720229871,248968.526056519,6709957.37788648,249003.1898,6709940.9685
425,Kunta,Kunta / muu,Polttopuuvarasto,,Kaarina,Piikkiön linnavuoren reitistö,,,,,,316,518022,1370,Tenniskenttä,Kehityksen kerhotalon tenniskenttä,1,111.329743526662,254630.566726279,6707052.49389904,254591.7499,6706948.1504
426,Kunta,Kunta / muu,Polttopuuvarasto,,Kaarina,Piikkiön linnavuoren reitistö,,,,,,316,518023,1210,Yleisurheilun harjoitusalue,Kehityksen kerhotalon yleisurheilualue,2,134.029461976106,254630.566726279,6707052.49389904,254610.9999,6706919.9004
427,Kunta,Kunta / muu,Polttopuuvarasto,,Kaarina,Piikkiön linnavuoren reitistö,,,,,,316,518024,1320,Lentopallokenttä,Kehityksen kerhotalon lentopallokenttä,3,136.087776892096,254630.566726279,6707052.49389904,254587.4999,6706923.4004
428,Kunta,Kunta / muu,Kierratys,,Kaarina,,,,,,,317,518022,1370,Tenniskenttä,Kehityksen kerhotalon tenniskenttä,1,102.339511578615,254598.671058132,6707050.25560653,254591.7499,6706948.1504
429,Kunta,Kunta / muu,Kierratys,,Kaarina,,,,,,,317,518024,1320,Lentopallokenttä,Kehityksen kerhotalon lentopallokenttä,2,127.346135384782,254598.671058132,6707050.25560653,254587.4999,6706923.4004
430,Kunta,Kunta / muu,Kierratys,,Kaarina,,,,,,,317,518023,1210,Yleisurheilun harjoitusalue,Kehityksen kerhotalon yleisurheilualue,3,130.936932188537,254598.671058132,6707050.25560653,254610.9999,6706919.9004
431,Kunta,Kunta / muu,Laavu,,Kaarina,,,,,,,318,,,,,,,,,,
432,Kunta,Kunta / muu,Kuivakaymala,,Kaarina,,,,,,,319,,,,,,,,,,
433,Kunta,Kunta / muu,Nahtavyys,muinaisjäännösalue,Kaarina,,,Kolamäki,,,,320,,,,,,,,,,
434,Kunta,Kunta / muu,Nahtavyys,muinaisjäännösalue,Kaarina,,Huttalanmäen rautakautinen kalmisto,,,,,321,518020,1520,Luistelukenttä,Piikkiön liikuntahallin luistelukenttä,1,177.532742329329,254237.326712381,6707428.94671918,254160.25,6707588.875
435,Kunta,Kunta / muu,Nahtavyys,muinaisjäännösalue,Kaarina,,Huttalanmäen rautakautinen kalmisto,,,,,321,615881,1340,Pallokenttä,Piikkiön liikuntahallin pallokenttä,2,187.235021391558,254237.326712381,6707428.94671918,254107.1758,6707563.5487
436,Kunta,Kunta / muu,Nahtavyys,muinaisjäännösalue,Kaarina,,Huttalanmäen rautakautinen kalmisto,,,,,321,509985,1210,Yleisurheilun harjoitusalue,Piikkiön liikuntahallin kenttä,3,188.014619460131,254237.326712381,6707428.94671918,254091.2484,6707547.3132
437,Kunta,Kunta / muu,Luonnonnahtavyys,Huttalanmäen kallioketo,Kaarina,,Perinnemaisema kohde,,,,,322,509985,1210,Yleisurheilun harjoitusalue,Piikkiön liikuntahallin kenttä,1,109.434351091959,254129.049312611,6707444.61476669,254091.2484,6707547.3132
438,Kunta,Kunta / muu,Luonnonnahtavyys,Huttalanmäen kallioketo,Kaarina,,Perinnemaisema kohde,,,,,322,615881,1340,Pallokenttä,Piikkiön liikuntahallin pallokenttä,2,120.92861963588,254129.049312611,6707444.61476669,254107.1758,6707563.5487
439,Kunta,Kunta / muu,Luonnonnahtavyys,Huttalanmäen kallioketo,Kaarina,,Perinnemaisema kohde,,,,,322,518020,1520,Luistelukenttä,Piikkiön liikuntahallin luistelukenttä,3,147.595724222392,254129.049312611,6707444.61476669,254160.25,6707588.875
440,Kunta,Kunta / muu,Luonnonnahtavyys,Hadvalan niityt,Kaarina,,Perinnemaisemakohde,,,,,323,,,,,,,,,,
441,Kunta,Kunta / muu,Opastaulu,Luontopolun opastaulu,Kaarina,,Rauhalinnan luontopolku,,,,,324,,,,,,,,,,
442,Kunta,Kunta / muu,Uimaranta,Oleskelulaituri,Kaarina,,Rauhalinnan luontopolku,,,,,325,,,,,,,,,,
443,Kunta,Kunta / muu,Opastaulu,Luontopolun opastaulu,Kaarina,,Rauhalinnan luontopolku,,,,,326,,,,,,,,,,
444,Kunta,Kunta / muu,Opastaulu,Luontopolun opastaulu,Kaarina,,Rauhalinnan luontopolku,,,,,327,,,,,,,,,,
445,Muu,Muu,Nahtavyys,Huom! yksityisomistuksessa,Kaarina,,Rauhalinnan kartano,,,,,328,,,,,,,,,,
446,Kunta,Kunta / muu,Luonnonnahtavyys,Rauhalinnan lehto,Kaarina,,Rauhalinnan lehtometsä,,,,,329,,,,,,,,,,
447,Kunta,Kunta / muu,Esteeton,,Kaarina,Tuorlan esteetön luontopolku,,,,https://tammireitit.fi/tuorlanesteeton,,330,,,,,,,,,,
448,Muu,Muu,Tulipaikka,Ylläpitäjä Ammattiopisto Livia,Kaarina,,,,,,,331,,,,,,,,,,
449,Kunta,Kunta / muu,Esteeton,Helppokulkuinen osuus,Kaarina,Rauhalinnan luontopolku,,,,https://tammireitit.fi/rauhalinnanluontopolku,,332,,,,,,,,,,
450,Valtio,Muu,Esteeton,"Ylläpitäjä Metsähallitus, https://www.luontoon.fi/kuusisto",Kaarina,,Kuusiston linnanrauniot,,,https://tammireitit.fi/kuusistonesteeton,,333,,,,,,,,,,
451,Muu,Yksityinen / yhdistys,Nakoala,Maalun näköalatorni,Sauvo,,,,,,,334,616945,204,Luontotorni,Maalun näköalatorni,1,6.3964619774684,256984.091009637,6688060.01584715,256985.0838,6688053.6969
452,,,Kahvila,Ilmaristen Grilli,Lieto,Kuuden kunnanosan kierros,,Ilmarinen,,,,335,617600,1130,Ulkokuntoilupaikka,Ilmaristen ulkokuntosali,1,117.937271845434,246521.369623967,6716786.9032942,246409.1663,6716750.5768
453,,,Kahvila,Ilmaristen Grilli,Lieto,Kuuden kunnanosan kierros,,Ilmarinen,,,,335,619913,1370,Tenniskenttä,Ilmaristen tenniskenttä,2,160.254531489328,246521.369623967,6716786.9032942,246374.0745,6716723.7712
454,,,Kahvila,Ilmaristen Grilli,Lieto,Kuuden kunnanosan kierros,,Ilmarinen,,,,335,514997,1520,Luistelukenttä,Ilmaristen koulun luistelukenttä,3,179.41673639013,246521.369623967,6716786.9032942,246355.1939,6716719.2572
455,Säätiö,,Portaat,,Lieto,Vanhalinnan kulttuuri- ja luontopolut,Vanhalinnan linnavuori,Vanhalinna,,,,336,,,,,,,,,,
456,,,Rantautuminen,,Lieto,Aurajoen melontareitti,,Nautelankoski,,,,337,,,,,,,,,,
457,,,Rantautuminen,,Lieto,Aurajoen melontareitti,,Nautelankoski,,,,338,610047,204,Luontotorni,Nautelan lintutorni,1,63.7832837816273,251123.351967843,6721879.88379331,251147.2793,6721939.009
458,,,Ohituspolku,Lakokosken ohitus (ei polkua),Lieto,Aurajoen melontareitti,,Lakokoski,,,,339,,,,,,,,,,
459,,,Ohituspolku,Ohituspolun pituus 700 m,Lieto,Aurajoen melontareitti,Nautelankosken ohituspolku,Nautelankoski,,,,340,,,,,,,,,,
460,,,Rantautuminen,,Lieto,Aurajoen melontareitti,,Vierunkoski,,,,341,,,,,,,,,,
461,,,Rantautuminen,,Lieto,Aurajoen melontareitti,,Vierunkoski,,,,342,,,,,,,,,,
462,,,Rantautuminen,,Lieto,Aurajoen melontareitti,,Vääntelänkoski,,,,343,,,,,,,,,,
463,,,Rantautuminen,,Lieto,Aurajoen melontareitti,,Vääntelänkoski,,,,344,,,,,,,,,,
464,,,Ohituspolku,Ohituspolun pituus 200 m,Lieto,Aurajoen melontareitti,Vierunkosken ohituspolku,Vierunkoski,,,,345,,,,,,,,,,
465,,,Ohituspolku,Ohituspolun pituus 200 m,Lieto,Aurajoen melontareitti,Vääntelänkosken ohituspolku,Vääntelänkoski,,,,346,,,,,,,,,,
466,,,Nahtavyys,,Lieto,Kuuden kunnanosan kierros,Kuninkaanlähde,Vanha Härkätie,,,,347,,,,,,,,,,
